시도,주소,학교명,상태,위도,경도
광주,광주광역시 남구 서동로2번길 8. 광주대성초등학교 (서동),광주대성초등학교,1,35.14422879,126.9053372
경기,경기도 광주시 초월읍 현산로89-16(도평리 산20-1),광주도평초등학교,1,37.39602935,127.2889009
광주,광주광역시 동구 준법로 16. 광주동산초등학교 (지산동),광주동산초등학교,1,35.14845231,126.9350592
광주,광주광역시 북구 운암동8번길 21,광주동운초등학교,1,35.17475232,126.8844442
광주,광주광역시 북구 석곡로527,광주동초등학교,1,35.20545074,126.9508409
경기,경기도 광주시 오포읍 양벌리557-1,광주매곡초등학교,1,37.37221141,127.2486137
광주,광주광역시 북구 군왕로 135. 광주문화초등학교 (두암동),광주문화초등학교,1,35.17351551,126.9317811
광주,광주광역시 남구 큰방림길20(방림2동 66-10),광주방림초등학교,1,35.13345253,126.9210399
광주,광주광역시 남구 백운동독립로 51,광주백운초등학교,1,35.13776757,126.9005167
광주,광주광역시 동구 산수길 28(산수동.산수초등학교),광주산수초등학교,1,35.15589725,126.9281345
광주,광주광역시 남구 회서로30,광주삼육초등학교,1,35.12957395,126.8938691
광주,광주광역시 북구 서림로113,광주서림초등학교,1,35.16273075,126.8994195
광주,광주광역시 북구 우치로263,광주서산초등학교,1,35.18849918,126.904412
광주,광주광역시 동구 제봉로82번길 26(서석동.서석초등학교),광주서석초등학교,1,35.14713397,126.9247535
광주,광주광역시 서구 화정동71-3번지,광주서초등학교,1,35.15556842,126.8777195
광주,광주광역시 남구 송하동365번지,광주송원초등학교,1,35.11077236,126.8758208
광주,광주광역시 북구 신안동235-1,광주용봉초등학교,1,35.16896182,126.9004875
광주,광주광역시 동구 화산로 334(용산동.용산초등학교),광주용산초등학교,1,35.11852166,126.9318051
광주,광주광역시 북구 서방로63번길 67(우산동.우산초등학교),광주우산초등학교,1,35.17573666,126.9203053
광주,광주광역시 북구 운암3동1020,광주운암초등학교,1,35.18035239,126.8709943
광주,광주광역시 남구 월산로116번길 6(월산동.월산초등학교),광주월산초등학교,1,35.14760487,126.8981519
광주,광주광역시 동구 산수2동무등로 533,광주장원초등학교,1,35.15736635,126.937695
광주,광주광역시 남구 주월동1053,광주제석초등학교,1,35.1283656,126.9063606
광주,광주광역시 동구 제봉로 167광주중앙초등학교,광주중앙초등학교,1,35.15124713,126.9181825
광주,광주광역시 북구 중흥1동652-1 (중흥번영길 112),광주중흥초등학교,1,35.16061413,126.9130979
광주,광주광역시 북구 하서로 637(지야동.지산초등학교),광주지산초등학교,1,35.23098346,126.8856652
경기,경기도 광주시 중앙로123번길 22(경안동36번지),광주초등학교,1,37.41004651,127.2556333
광주,광주광역시 남구 양림로 92(양림동.학강초등학교),광주학강초등학교,1,35.13805496,126.9184283
광주,광주광역시 서구 월드컵4강로146번길 10. 광주화정초등학교 (화정동),광주화정초등학교,1,35.14851391,126.8720322
광주,광주광역시 남구 화산로 7. 광주효덕초등학교 (진월동),광주효덕초등학교,1,35.11289488,126.8978134
광주,광주광역시 북구서양로 99,광주효동초등학교,1,35.16955161,126.9125571
경기,경기도 광주시 중부면 회안대로 1386(중부면.광지원초등학교),광지원초등학교,1,37.46404809,127.2513183
강원,강원도 춘천시 남산면 김유정로 159-12(남산면.광판초등학교),광판초등학교,1,37.73081178,127.6993605
경북,경상북도 구미시 구미대로285번지,광평초등학교,1,36.11270381,128.3624628
경북,경상북도 경주시 외동읍신계입실길 139-5,괘릉초등학교,1,35.7599048,129.3223093
부산,부산광역시 사상구 사상로161번길 8(괘법동.괘법초등학교),괘법초등학교,1,35.15970098,128.9859642
전북,전북 무주군 적상면 포내리803,괴목초등학교,1,35.94709378,127.7159732
충북,충청북도 괴산군 괴산읍 읍내로4길 53. 괴산명덕초등학교 (괴산읍),괴산명덕초등학교,1,36.80927549,127.786823
부산,부산광역시 사하구 낙동대로 152번지 (괴정2동)괴정초등학교,괴정초등학교,1,35.10359277,128.9996032
충북,충청북도 청주시 상당구 용암로6 (용암동 2084),교동초등학교,1,36.61070136,127.5107723
부산,부산광역시 기장군 기장읍 차성로427번지(교리),교리초등학교,1,35.25490153,129.2170309
경기,경기도 구리시 안골로19번길 16. 교문초등학교 (교문동),교문초등학교,1,37.59787977,127.1336656
경남,경상남도 창원시 마산합포구 교방동376-8번지,교방초등학교,1,35.21363397,128.56532
전북,전북 정읍시 교암동323-3,교암초등학교,1,35.5265603,126.8462572
경기,경기도 파주시 동편길 13. 교하초등학교 (교하동.교하초등학교),교하초등학교,1,37.75367971,126.7471197
강원,강원도 원주시 소초면 학곡리667 번지,교학초등학교,1,37.43555285,128.0550638
경기,경기도 용인시 기흥구 구갈로 36. 구갈초등학교 (구갈동.구갈초등학교),구갈초등학교,1,37.27758434,127.111863
강원,강원도 원주시 단구동982-1,구곡초등학교,1,37.32509863,127.9527986
부산,부산시 북구 구남로14번가길 23(구포2동),구남초등학교,1,35.20003168,128.9933355
부산,부산광역시 서구 서대신동3가 41-1구덕초등학교,구덕초등학교,1,35.12019534,129.012495
강원,강원도 영월군 상동읍교촌길 20,구래초등학교,1,37.14250538,128.839435
전남,전라남도 구례군 구례읍학교길 119-7,구례북초등학교,1,35.20998619,127.4604267
전남,전라남도 구례군 구례읍봉남리 32-1번지,구례중앙초등학교,1,35.20462375,127.4654699
충북,충청북도 영동군 용산면 용산로366,구룡초등학교,1,36.26360196,127.8280859
경북,경북 포항시 남구 구룡포읍 구룡포6리381-1,구룡포동부초등학교,1,35.99917868,129.5666061
경북,경북 포항시 남구 구룡포읍 구룡포리381-1번지,구룡포초등학교구동분교장,1,35.99173931,129.5610967
경기,경기도 광명시 한내일로 5. 구름산초등학교 (소하동),구름산초등학교,1,37.45289859,126.8841514
경기,경기도 구리시 수택동553번지,구리초등학교,1,37.60087946,127.147781
충남,충청남도 예산군 고덕면구만윗뜸길 27,구만초등학교,1,36.73282459,126.7328459
경북,경상북도 구미시 고아읍 들성로9길 13(고아읍) 구미문성초등학교,구미문성초등학교,1,36.16163636,128.3454888
경북,경상북도 구미시 봉곡동190번지,구미봉곡초등학교,1,36.15339371,128.3040306
경북,경상북도 구미시 상사동로24길 9(사곡동.구미사곡초등학교),구미사곡초등학교,1,36.09956896,128.3602283
경북,경상북도 구미시 신평동99-3번지,구미신평초등학교,1,36.12179874,128.3652545
경북,경상북도 구미시 오태동618-1,구미오산초등학교,1,36.07231668,128.3527391
경북,경상북도 구미시 왕산로32,구미왕산초등학교,1,36.08607562,128.3654269
경북,경상북도 구미시 산동면 신당인덕3로 25. 구미인덕초등학교 (산동면),구미인덕초등학교,1,36.16201271,128.4374685
경북,경상북도 구미시 원평2동210-5번지,구미초등학교,1,36.13041001,128.3345537
경남,경상남도 김해시 구지로99-26,구봉초등학교,1,35.24044124,128.8732448
충남,충청남도 공주시 유구읍 유구마곡사로61-1(440-3),구산초등학교,1,36.55132882,126.9577581
경남,경상남도 창원시 마산합포구 구산면 해양관광로739,구산초등학교구서분교장,1,35.12112268,128.5380379
부산,부산광역시 금정구 구서중앙로35(구서2동),구서초등학교,1,35.2538298,129.0870314
경북,경상북도 김천시 구성면 상원리100,구성초등학교,1,36.03125978,128.039525
경북,경북 김천시 구성면 송죽리111번지,구성초등학교과곡분교장,1,36.05888339,128.0786224
강원,강원도 홍천군 화촌면 홍천로1105,구송초등학교,1,37.7384797,127.9390585
경남,경상남도 창원시 마산회원구 구암북19길 153(구암동.구암초등학교),구암초등학교,1,35.2579547,128.5944581
제주,제주특별자치도 제주시 애월읍 일주서로6768(구엄리 1065),구엄초등학교,1,33.47325698,126.374816
울산,울산광역시 울주군 범서읍 점촌1길10,구영초등학교,1,35.57673231,129.2387644
경북,경상북도 구미시 고아읍 송평구길 79(고아읍. 구운초등학교),구운초등학교,1,36.1705137,128.3690688
전북,전북 완주군 구이면 항가리86-1,구이초등학교,1,35.72059978,127.1196056
충남,충청남도 논산시 연무읍 연무로369,구자곡초등학교,1,36.12251789,127.1170665
충북,충청북도 진천군 초평면 원댕이길3,구정초등학교,1,36.78090904,127.5351733
제주,제주특별자치도 제주시 구좌읍월정7길 1,구좌중앙초등학교,1,33.55151062,126.7980005
대전,대전광역시 유성구 봉산동796-1,구즉초등학교,1,36.44086299,127.3820236
경기,경기도 구리시 인창동666-3,구지초등학교,1,37.60700567,127.1423344
전북,전북 무주군 설천면 삼공리314,구천초등학교,1,35.9091008,127.777583
경북,경상북도 구미시 인동가산로250-25,구평남부초등학교,1,36.09110485,128.4374639
부산,부산광역시 사하구 사하로9 (구평동.구평초등학교),구평초등학교,1,35.08707549,128.9895518
부산,부산광역시 사상구학감대로 49(학장2동),구학초등학교,1,35.13771265,128.992745
충남,충청남도 홍성군 구항면 내현리충청남도 홍성군 구항면 구성남로 928번지(구항초등학교),구항초등학교,1,36.58405159,126.606706
경남,경상남도 거제시 옥포동국산1길 2,국산초등학교,1,34.89685567,128.6933019
충북,충청북도 충주시 국원초1길 47. 국원초등학교 (연수동),국원초등학교,1,36.98100009,127.9443124
전남,전라남도 해남군 송지면 군곡리 435,군곡초,0,34.40568008,126.5348717
충북,충청북도 옥천군 옥천읍 서대리279,군남초등학교,1,36.27757995,127.5818016
전남,전라남도 진도군 군내면대야길54(전라남도진도군군내면녹진리231,군내북초등학교,1,34.56383642,126.2891069
전남,전라남도 강진군 군동면석교로 365,군동초등학교,1,34.64842041,126.8170227
경기,경기도 평택시원평로 21,군문초등학교,1,36.98785373,127.0853864
전북,전북 군산시 조촌동461,군산경포초등학교,1,35.97618996,126.7349488
전북,전북 군산시 경암동636-51,군산구암초등학교,1,35.98014662,126.7310104
전북,전북 군산시 금광동168번지,군산금광초등학교,1,35.98184995,126.7071425
전북,전북 군산시 내흥동388-1,군산내흥초등학교,1,36.00531099,126.7590756
전북,전북 군산시 조촌동757-1,군산동초등학교,1,35.96489661,126.7386627
전북,전북 군산시 문화동895-1 번지 문화초등학교,군산문화초등학교,1,35.97426347,126.7035161
전북,전북 군산시 산북동3623번지,군산미성초등학교,1,35.95771715,126.6744422
전북,전북 군산시 미장안길14,군산미장초등학교,1,35.96566893,126.7276982
전북,전북 군산시 금동20-3,군산서초등학교,1,35.99037747,126.7064323
전북,전북 군산시 나운3동155-3번지,군산서해초등학교,1,35.95945112,126.6993103
전북,전북 군산시 나운1동835-1,군산신풍초등학교,1,35.96456097,126.6956725
전북,전북 군산시 나운2동45-4번지,군산신흥초등학교,1,35.9675838,126.706561
전북,전라북도 군산시 수송로90,군산아리울초등학교,1,35.96463899,126.7052638
전북,전북 군산시 송풍동925-3번지,군산월명초등학교,1,35.97838793,126.7007775
전북,전북 군산시 지곡동504번지,군산지곡초등학교,1,35.95749365,126.7065984
전북,전북 군산시 중앙로1가동13-1번지,군산초등학교,1,35.98400514,126.7174337
전북,전북 군산시 축동로20,군산푸른솔초등학교,1,35.96122906,126.711338
충북,충청북도 옥천군 군서면 성왕로517,군서초등학교,1,36.27837732,127.5272258
전남,전라남도 완도군 군외면청해진서로 2020,군외초등학교,1,34.37902786,126.6465993
전남,전라남도 완도군 군외면청해진북로 609,군외초등학교불목분교장,0,34.3923706,126.699615
경북,경상북도 군위군 군위읍 동서5길 28. 군위초등학교 (군위읍.군위초등학교),군위초등학교,1,36.23903257,128.5688661
경기,경기도 시흥시 군자로 539. 군자초등학교 (거모동.군자초등학교),군자초등학교,1,37.34394615,126.7873945
경기,경기도 군포시 대야미동224-1,군포대야초등학교,1,37.3289156,126.9154703
경기,경기도 군포시 삼성로28번길 3. 군포신기초등학교 (부곡동. 군포신기초등학교),군포신기초등학교,1,37.33859304,126.9329056
경기,경기도 군포시오금로 131,군포양정초등학교,1,37.35949734,126.9404408
경기,경기도 군포시 용호2로54번길 12군포옥천초등학교,군포옥천초등학교,1,37.34363792,126.9451571
경기,경기도 군포시 당동795-4,군포초등학교,1,37.34807336,126.9425671
