학교명,시도,주소,상태,조사기준일
광명동초등학교,경기,경기도 광명시 철산동78-4,기존(원)교,20180401
광명북초등학교,경기,경기도 광명시 철산2동87번지,기존(원)교,20180401
광명서초등학교,경기,경기도 광명시 너부대로 5. 광명서초등학교 (광명동.광명서초등학교),기존(원)교,20180401
광명초등학교,충남,충청남도 보령시 오천면원산3길 151-11(원산도리 756-1),기존(원)교,20180401
광문초등학교,경기,경기도 광명시 덕단이로 29(광명동.광문초등학교),기존(원)교,20180401
광사초등학교,경기,경기도 양주시 고읍남로191번길 12. 광사초등학교 (광사동),신설(원)교,20180401
광산초등학교,강원,강원도 고성군 간성읍 진부령로2427,기존(원)교,20180401
광산초등학교흘리분교장,강원,강원도 고성군 간성읍 흘리령길3-15,기존(원)교,20180401
광석초등학교,충남,충청남도 논산시 광석면 신당리451번지(신당리 14),기존(원)교,20180401
광선초등학교,경기,경기도 안성시 죽산면 두교리203-1,기존(원)교,20180401
광성초등학교,충남,충청남도 홍성군 갈산면 취생리250(충청남도 홍성군 갈산면 갈산서길 475번길 14),기존(원)교,20180401
광숭초등학교,경기,경기도 양주시 삼숭로58번길 100. 광숭초등학교 (삼숭동),기존(원)교,20180401
광신초등학교,충남,충청남도 홍성군 광천읍 원촌길 72번길9,기존(원)교,20120401
광안초등학교,부산,부산광역시 수영구 광안로21번가길35,기존(원)교,20180401
광양가야초등학교,전남,전라남도 광양시 광영동250,기존(원)교,20180401
광양남초등학교,전남,전라남도 광양시 광양읍제철로 59(광양시 광양읍 용강리 65),기존(원)교,20140401
광양덕례초등학교,전남,전라남도 광양시 광양읍덕례리 448,기존(원)교,20180401
광양동초등학교,전남,전라남도 광양시 광양읍인서리 221,기존(원)교,20180401
광양마동초등학교,전남,전라남도 광양시 진등6길 14(마동.광양마동초등학교),기존(원)교,20180401
광양마로초등학교,전남,전라남도 광양시 광양읍 와룡길 60(광양읍),기존(원)교,20180401
광양백운초등학교,전남,전라남도 광양시 중동1656,기존(원)교,20180401
광양북초등학교,전남,전라남도 광양시 광양읍유당로 60-4(목성리 494-4),기존(원)교,20180401
광양서초등학교,전남,전라남도 광양시 광양읍숲샘길 29(광양읍 인서리120번지),기존(원)교,20180401
광양용강초등학교,전남,전라남도 광양시 광양읍 용강리608번지,기존(원)교,20180401
광양제철남초등학교,전남,전라남도 광양시 금호로40(광양시 금호동 624-11),기존(원)교,20180401
광양제철초등학교,전남,전라남도 광양시 마로니에길 48(금호동.광양제철초등학교),기존(원)교,20180401
광양중동초등학교,전남,전라남도 광양시 중동1685,기존(원)교,20180401
광양중마초등학교,전남,전라남도 광양시 중동1511,기존(원)교,20180401
광양중앙초등학교,전남,전라남도 광양시 중동1347-1,기존(원)교,20180401
광양중진초등학교,전남,전라남도 광양시 중동1671번지,기존(원)교,20180401
광양초등학교,제주,제주특별자치도 제주시 이도일동1257-1,기존(원)교,20180401
광양칠성초등학교,전남,전라남도 광양시 광양읍 칠성리1006번지,기존(원)교,20180401
광영초등학교,전남,전라남도 광양시 금영로140(광양시 광영동 75번지),기존(원)교,20180401
광운초등학교,서울,서울특별시 성북구 한천로 693장위3동 128,기존(원)교,20180401
광의초등학교,전남,전라남도 구례군 광의면연파리 318-1,기존(원)교,20180401
광일초등학교,부산,부산광역시 중구 중구로74번지광일초등학교,기존(원)교,20180401
광정초등학교,경기,경기도 군포시 산본로386번길 5-20. 광정초등학교 (산본동. 광정초등학교),기존(원)교,20180401
광주 상무초등학교,광주,광주 서구 쌍촌동905-19번지,기존(원)교,20080401
광주계림초등학교,광주,광주광역시 동구 중앙로 320(계림동.계림초등학교),기존(원)교,20180401
광주광명초등학교,경기,경기도 광주시 오포읍 신현리365,기존(원)교,20180401
광주광천초등학교,광주,광주광역시 서구 월산로 266(농성동.광천초등학교),기존(원)교,20180401
광주교육대학교광주부설초등학교,광주,광주광역시 북구 필문대로 55(풍향동.광주교육대학교),기존(원)교,20180401
광주교육대학교목포부설초등학교,전남,전라남도 목포시 용해동289,기존(원)교,20180401
광주극락초등학교,광주,광주광역시 서구 칠성로54번길 (유촌동.,기존(원)교,20180401
광주남초등학교,광주,광주광역시 동구 지원로5번길 20. 광주남초등학교 (소태동),기존(원)교,20180401
광주농성초등학교,광주,광주광역시 남구 월산4동914-1,기존(원)교,20180401
광주대성초등학교,광주,광주광역시 남구 서동로2번길 8. 광주대성초등학교 (서동),기존(원)교,20180401
광주도평초등학교,경기,경기도 광주시 초월읍 현산로89-16(도평리 산20-1),기존(원)교,20180401
광주동산초등학교,광주,광주광역시 동구 준법로 16. 광주동산초등학교 (지산동),기존(원)교,20180401
광주동운초등학교,광주,광주광역시 북구 운암동8번길 21,기존(원)교,20180401
광주동초등학교,광주,광주광역시 북구 석곡로527,기존(원)교,20180401
광주동초등학교충효분교,광주,광주 북구 충효동529-2,기존(원)교,20090401
광주동초등학교충효분교장,광주,광주광역시 북구 충효샘길14-30번지,기존(원)교,20180401
광주매곡초등학교,경기,경기도 광주시 오포읍 양벌리557-1,기존(원)교,20180401
광주문화초등학교,광주,광주광역시 북구 군왕로 135. 광주문화초등학교 (두암동),기존(원)교,20180401
광주방림초등학교,광주,광주광역시 남구 큰방림길20(방림2동 66-10),기존(원)교,20180401
광주백운초등학교,광주,광주광역시 남구 백운동독립로 51,기존(원)교,20180401
광주봉주초등학교,광주,광주광역시 남구 주월2동 53~8057-1,기존(원)교,20180401
광주북초등학교,광주,광주광역시 북구 하서로 985. 광주북초등학교 (효령동),기존(원)교,20180401
광주불로초등학교,광주,광주 남구 봉선동102-2번지,기존(원)교,20090401
광주산수초등학교,광주,광주광역시 동구 산수길 28(산수동.산수초등학교),기존(원)교,20180401
광주삼육초등학교,광주,광주광역시 남구 회서로30,기존(원)교,20180401
광주상무초등학교,광주,광주광역시 서구 상무동905-19,기존(원)교,20180401
광주서림초등학교,광주,광주광역시 북구 서림로113,기존(원)교,20180401
광주서산초등학교,광주,광주광역시 북구 우치로263,기존(원)교,20180401
광주서석초등학교,광주,광주광역시 동구 제봉로82번길 26(서석동.서석초등학교),기존(원)교,20180401
광주서초등학교,광주,광주광역시 서구 화정동71-3번지,기존(원)교,20180401
광주송원초등학교,광주,광주광역시 남구 송하동365번지,기존(원)교,20180401
광주수창초등학교,광주,광주광역시 북구 북동금남로 268번지,기존(원)교,20180401
광주양동초등학교,광주,광주광역시 서구 양동경열로 296,기존(원)교,20180401
광주양산초등학교,광주,광주시 북구 양산초등길56번지,기존(원)교,20180401
광주용봉초등학교,광주,광주광역시 북구 신안동235-1,기존(원)교,20180401
광주용산초등학교,광주,광주광역시 동구 화산로 334(용산동.용산초등학교),기존(원)교,20180401
광주우산초등학교,광주,광주광역시 북구 서방로63번길 67(우산동.우산초등학교),기존(원)교,20180401
광주운암초등학교,광주,광주광역시 북구 운암3동1020,기존(원)교,20180401
광주월산초등학교,광주,광주광역시 남구 월산로116번길 6(월산동.월산초등학교),기존(원)교,20180401
광주장원초등학교,광주,광주광역시 동구 산수2동무등로 533,기존(원)교,20180401
광주제석초등학교,광주,광주광역시 남구 주월동1053,기존(원)교,20180401
광주중앙초등학교,광주,광주광역시 동구 제봉로 167광주중앙초등학교,기존(원)교,20180401
광주중흥초등학교,광주,광주광역시 북구 중흥1동652-1 (중흥번영길 112),기존(원)교,20180401
광주지산초등학교,광주,광주광역시 북구 하서로 637(지야동.지산초등학교),기존(원)교,20180401
광주지산초등학교북분교장,광주,광주광역시 북구 하서로 985(효령동.광주북초등학교),기존(원)교,20140401
광주초등학교,경기,경기도 광주시 중앙로123번길 22(경안동36번지),기존(원)교,20180401
광주풍향초등학교,광주,광주광역시 북구 두암동풍향초등길 79,기존(원)교,20180401
광주학강초등학교,광주,광주광역시 남구 양림로 92(양림동.학강초등학교),기존(원)교,20180401
광주학운초등학교,광주,광주광역시 동구 의재로 181181,기존(원)교,20180401
광주화정초등학교,광주,광주광역시 서구 월드컵4강로146번길 10. 광주화정초등학교 (화정동),기존(원)교,20180401
광주효덕초등학교,광주,광주광역시 남구 화산로 7. 광주효덕초등학교 (진월동),기존(원)교,20180401
광주효동초등학교,광주,광주광역시 북구서양로 99,기존(원)교,20180401
광지원초등학교,경기,경기도 광주시 중부면 회안대로 1386(중부면.광지원초등학교),기존(원)교,20180401
광천초등학교,충남,충청남도 홍성군 광천읍 홍남로705번길 16. 광천초등학교 (광천읍),기존(원)교,20180401
광판초등학교,강원,강원도 춘천시 남산면 김유정로 159-12(남산면.광판초등학교),기존(원)교,20180401
광평초등학교,경북,경상북도 구미시 구미대로285번지,기존(원)교,20180401
광활초등학교,전북,전북 김제시 광활면 옥포리672번지,기존(원)교,20180401
괘릉초등학교,경북,경상북도 경주시 외동읍신계입실길 139-5,기존(원)교,20180401
괘법초등학교,부산,부산광역시 사상구 사상로161번길 8(괘법동.괘법초등학교),기존(원)교,20180401
괴목초등학교,전북,전북 무주군 적상면 포내리803,기존(원)교,20180401
괴산명덕초등학교,충북,충청북도 괴산군 괴산읍 읍내로4길 53. 괴산명덕초등학교 (괴산읍),기존(원)교,20180401
괴정초등학교,부산,부산광역시 사하구 낙동대로 152번지 (괴정2동)괴정초등학교,기존(원)교,20180401
교동초등학교,충북,충청북도 청주시 상당구 용암로6 (용암동 2084),기존(원)교,20180401
교동초등학교지석분교장,인천,인천광역시 강화군 교동면 교동북로 275-1(교동면),기존(원)교,20180401
교리초등학교,부산,부산광역시 기장군 기장읍 차성로427번지(교리),기존(원)교,20180401
교문초등학교,경기,경기도 구리시 안골로19번길 16. 교문초등학교 (교문동),기존(원)교,20180401
교방초등학교,경남,경상남도 창원시 마산합포구 교방동376-8번지,기존(원)교,20180401
교암초등학교,전북,전북 정읍시 교암동323-3,기존(원)교,20180401
교하초등학교,경기,경기도 파주시 동편길 13. 교하초등학교 (교하동.교하초등학교),기존(원)교,20180401
